layer,latent_mult,k,context_mode,target,n_receivers,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage,top_minus_control_advantage
18,4,4,team,top5,70,-0.003957115326608931,-0.004717411313738142,-0.002260950633457729,-0.003271453295435224,-0.0007602959871292111,-0.0010105026619774953,0.00025020667484828424
18,4,4,team,top3,70,-0.0037619122437068395,-0.005133671845708575,-0.002260950633457729,-0.003271453295435224,-0.001371759602001735,-0.0010105026619774953,-0.0003612569400242398
18,4,4,team,top1,70,-0.0024017363786697386,-0.003948577812739781,-0.002260950633457729,-0.003271453295435224,-0.0015468414340700423,-0.0010105026619774953,-0.0005363387720925469
18,4,4,project_role,top5,70,-0.002136496135166713,-0.0048336373908179145,-0.0025131434202194216,-0.0032676526478358676,-0.0026971412556512013,-0.0007545092276164461,-0.0019426320280347552
18,4,4,project_role,top1,70,-0.000503335680280413,-0.0032805464097431726,-0.0025131434202194216,-0.0032676526478358676,-0.0027772107294627597,-0.0007545092276164461,-0.0020227015018463137
18,4,4,role,top5,70,-0.0019793446574892315,-0.0048336373908179145,-0.0025568285158702304,-0.0032676526478358676,-0.002854292733328683,-0.0007108241319656373,-0.0021434686013630457
18,4,4,role,top1,70,-0.00024957316262381416,-0.0032805464097431726,-0.0025568285158702304,-0.0032676526478358676,-0.0030309732471193586,-0.0007108241319656373,-0.0023201491151537213
18,4,4,dept_role,top1,70,-0.0002358696290424892,-0.0032805464097431726,-0.0026432062898363385,-0.0032676526478358676,-0.0030446767807006834,-0.0006244463579995292,-0.0024202304227011542
18,4,4,project_role,top3,70,-0.0016607803957802909,-0.004849937983921596,-0.0025131434202194216,-0.0032676526478358676,-0.0031891575881413045,-0.0007545092276164461,-0.0024346483605248584
18,4,4,role,top3,70,-0.001650251661028181,-0.004849937983921596,-0.0025568285158702304,-0.0032676526478358676,-0.0031996863228934145,-0.0007108241319656373,-0.002488862190927777
18,4,4,dept_role,top5,70,-0.0016772610800606864,-0.0048336373908179145,-0.0026432062898363385,-0.0032676526478358676,-0.003156376310757228,-0.0006244463579995292,-0.0025319299527576987
18,4,4,dept_role,top3,70,-0.001455889003617423,-0.004849937983921596,-0.0026432062898363385,-0.0032676526478358676,-0.0033940489803041727,-0.0006244463579995292,-0.0027696026223046435
