layer,latent_mult,k,context_mode,target,n_receivers,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage,top_minus_control_advantage
18,4,4,project_role,top5,70,-0.08631116875580379,-0.044133916071483065,0.0012397881065096174,0.0012397881065096174,0.042177252684320723,0.0,0.042177252684320723
18,4,4,role,top5,70,-0.08499836964266641,-0.044133916071483065,0.0012397881065096174,0.0012397881065096174,0.040864453571183346,0.0,0.040864453571183346
18,4,4,dept_role,top5,70,-0.08461257091590337,-0.044133916071483065,0.0012397881065096174,0.0012397881065096174,0.0404786548444203,0.0,0.0404786548444203
18,4,4,team,top1,70,-0.06946840924876077,-0.03810101790087564,0.0012397881065096174,-0.001671602896281651,0.03136739134788513,-0.0029113910027912682,0.0342787823506764
18,4,4,team,top5,70,-0.06414410131318228,-0.042393508979252405,0.0012397881065096174,-0.001671602896281651,0.021750592333929876,-0.0029113910027912682,0.024661983336721142
18,4,4,role,top1,70,-0.0694579860993794,-0.04910341714109693,0.0012397881065096174,0.0012397881065096174,0.020354568958282478,0.0,0.020354568958282478
18,4,4,project_role,top1,70,-0.06944753101893834,-0.04910341714109693,0.0012397881065096174,0.0012397881065096174,0.020344113877841415,0.0,0.020344113877841415
18,4,4,dept_role,top1,70,-0.0694393081324441,-0.04910341714109693,0.0012397881065096174,0.0012397881065096174,0.020335890991347173,0.0,0.020335890991347173
18,4,4,team,top3,70,-0.0554759076663426,-0.05595616442816598,0.0012397881065096174,-0.001671602896281651,-0.0004802567618233805,-0.0029113910027912682,0.0024311342409678877
18,4,4,dept_role,top3,70,-0.05927313906805856,-0.05690086781978607,0.0012397881065096174,0.0012397881065096174,0.002372271248272488,0.0,0.002372271248272488
18,4,4,role,top3,70,-0.05912335983344487,-0.05690086781978607,0.0012397881065096174,0.0012397881065096174,0.002222492013658796,0.0,0.002222492013658796
18,4,4,project_role,top3,70,-0.0589892715215683,-0.05690086781978607,0.0012397881065096174,0.0012397881065096174,0.002088403701782225,0.0,0.002088403701782225
