layer,latent_mult,k,context_mode,target,n_pairs,top_positive_mean_best_delta,top_benign_mean_best_delta,control_positive_mean_best_delta,control_benign_mean_best_delta,top_necessity_advantage,control_necessity_advantage,top_minus_control_necessity
26,2,4,role,top5,1309,0.009278195256308984,0.0006962440412767612,0.01246835413190406,0.0015161692231005616,-0.008581951215032222,-0.010952184908803498,0.002370233693771276
26,2,4,dept_role,top5,1309,0.009291108028865024,-0.003045488954318945,0.012649517497823292,-0.001162298689642601,-0.01233659698318397,-0.013811816187465893,0.0014752192042819228
26,2,4,team,top5,1309,0.009157475439804578,0.0006485161570031011,0.012576261602165682,0.0033861792911729165,-0.008508959282801477,-0.009190082310992765,0.0006811230281912883
26,2,4,dept,top5,1309,0.009418704588965116,-0.004018580701808332,0.012550520603214174,-0.001150165831796808,-0.013437285290773447,-0.013700686435010982,0.000263401144237535
