timestamp,index,name,memory.used MiB,memory.total MiB,utilization.gpu %
2026/07/11 03:51:35.906, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:51:45.944, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:51:55.981, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:52:06.028, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:52:16.077, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:52:26.126, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:52:36.164, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:52:46.200, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:52:56.250, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:53:06.298, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:53:16.360, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:53:26.420, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:53:36.472, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:53:46.507, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:53:56.544, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:54:06.580, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:54:16.605, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:54:26.655, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:54:36.694, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:54:46.742, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:54:56.790, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:55:06.827, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:55:16.864, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:55:26.913, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:55:36.954, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:55:46.992, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:55:57.030, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:56:07.080, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:56:17.129, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:56:27.167, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:56:37.205, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:56:47.240, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:56:57.278, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:57:07.314, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:57:17.349, 0, NVIDIA A100-SXM4-40GB, 0, 40960, 0
2026/07/11 03:57:27.386, 0, NVIDIA A100-SXM4-40GB, 689, 40960, 0
2026/07/11 03:57:37.446, 0, NVIDIA A100-SXM4-40GB, 8605, 40960, 0
2026/07/11 03:57:47.480, 0, NVIDIA A100-SXM4-40GB, 8639, 40960, 8
2026/07/11 03:57:57.517, 0, NVIDIA A100-SXM4-40GB, 8679, 40960, 8
2026/07/11 03:58:07.564, 0, NVIDIA A100-SXM4-40GB, 7357, 40960, 81
2026/07/11 03:58:17.600, 0, NVIDIA A100-SXM4-40GB, 7357, 40960, 98
2026/07/11 03:58:27.647, 0, NVIDIA A100-SXM4-40GB, 7857, 40960, 98
2026/07/11 03:58:37.700, 0, NVIDIA A100-SXM4-40GB, 7877, 40960, 87
2026/07/11 03:58:47.754, 0, NVIDIA A100-SXM4-40GB, 6775, 40960, 74
2026/07/11 03:58:57.791, 0, NVIDIA A100-SXM4-40GB, 10037, 40960, 98
2026/07/11 03:59:07.839, 0, NVIDIA A100-SXM4-40GB, 7877, 40960, 100
2026/07/11 03:59:17.876, 0, NVIDIA A100-SXM4-40GB, 7897, 40960, 100
2026/07/11 03:59:27.912, 0, NVIDIA A100-SXM4-40GB, 7897, 40960, 100
2026/07/11 03:59:37.965, 0, NVIDIA A100-SXM4-40GB, 7897, 40960, 100
2026/07/11 03:59:48.015, 0, NVIDIA A100-SXM4-40GB, 7897, 40960, 100
2026/07/11 03:59:58.051, 0, NVIDIA A100-SXM4-40GB, 7937, 40960, 100
2026/07/11 04:00:08.109, 0, NVIDIA A100-SXM4-40GB, 7937, 40960, 97
2026/07/11 04:00:18.158, 0, NVIDIA A100-SXM4-40GB, 8277, 40960, 62
2026/07/11 04:00:28.222, 0, NVIDIA A100-SXM4-40GB, 9917, 40960, 100
2026/07/11 04:00:38.272, 0, NVIDIA A100-SXM4-40GB, 9817, 40960, 100
2026/07/11 04:00:48.312, 0, NVIDIA A100-SXM4-40GB, 6775, 40960, 100
2026/07/11 04:00:58.348, 0, NVIDIA A100-SXM4-40GB, 6775, 40960, 100
2026/07/11 04:01:08.395, 0, NVIDIA A100-SXM4-40GB, 9877, 40960, 98
2026/07/11 04:01:18.429, 0, NVIDIA A100-SXM4-40GB, 7897, 40960, 100
2026/07/11 04:01:28.465, 0, NVIDIA A100-SXM4-40GB, 7897, 40960, 95
2026/07/11 04:01:38.503, 0, NVIDIA A100-SXM4-40GB, 6775, 40960, 90
2026/07/11 04:01:48.542, 0, NVIDIA A100-SXM4-40GB, 10057, 40960, 100
2026/07/11 04:01:58.578, 0, NVIDIA A100-SXM4-40GB, 7897, 40960, 100
2026/07/11 04:02:08.614, 0, NVIDIA A100-SXM4-40GB, 7897, 40960, 100
2026/07/11 04:02:18.650, 0, NVIDIA A100-SXM4-40GB, 7937, 40960, 18
2026/07/11 04:02:28.716, 0, NVIDIA A100-SXM4-40GB, 7357, 40960, 84
2026/07/11 04:02:38.755, 0, NVIDIA A100-SXM4-40GB, 6775, 40960, 100
2026/07/11 04:02:48.790, 0, NVIDIA A100-SXM4-40GB, 6775, 40960, 100
2026/07/11 04:02:58.897, 0, NVIDIA A100-SXM4-40GB, 8297, 40960, 100
