intervention,delta_mean_anomaly,delta_mean_benign,n_rows_anomaly,n_rows_benign,selectivity_proxy
control1,2.6379721020930447e-05,2.849118936865125e-05,21540.0,1978460.0,-2.111468347720802e-06
control3,0.0014161482686176896,0.0014463725965470076,21540.0,1978460.0,-3.022432792931795e-05
top1,0.00019532731676008552,7.151961472118273e-05,21540.0,1978460.0,0.0001238077020389028
top3,0.004103729035705328,8.66704504005611e-05,21540.0,1978460.0,0.004017058585304767
top5,0.0073652565479278564,0.00010704282613005489,21540.0,1978460.0,0.0072582137217978016
