score_name,folds,day_pr_auc_mean,day_roc_auc_mean,day_top1_recall_mean,user_pr_auc_mean,user_roc_auc_mean,user_top1pct_recall_mean,heldout_user_rank_mean,heldout_user_rank_median
adapted_nll,4,0.0007546312538853316,0.9531573564907055,0.0,0.0537037037037037,0.97125,0.0,24.0,28.5
base_nll,4,5.656955882212322e-05,0.4605411291468847,0.0,0.009520204807148854,0.5321875,0.0,375.25,385.5
neg_delta_nll,4,4.146633536741614e-05,0.20627025345091138,0.0,0.0013353295874922648,0.06499999999999997,0.0,749.0,748.0
