run_name,score_name,fold,heldout_pos_user,n_test_rows,n_test_pos_rows,day_pr_auc,day_roc_auc,day_top1_recall,n_test_users,n_test_pos_users,user_pr_auc,user_roc_auc,user_top1pct_recall,heldout_user_rank
qwen3_8b_r42_fold_aligned,neg_delta_nll,43,MOS0047,270606,40,7.627804995063697e-05,0.013575707960349782,0.0,801,1,0.0012547051442910915,0.0050000000000000044,0.0,797
qwen3_8b_r42_fold_aligned,adapted_nll,44,MYD0978,269031,4,0.001073003290647022,0.9914395209402774,0.75,801,1,0.5,0.99875,1.0,2
qwen3_8b_r42_fold_aligned,base_nll,44,MYD0978,269031,4,1.4326298810605182e-05,0.37736314570656476,0.0,801,1,0.005405405405405406,0.77,0.0,185
qwen3_8b_r42_fold_aligned,neg_delta_nll,44,MYD0978,269031,4,1.0964620440661615e-05,0.1862220148906987,0.0,801,1,0.0013123359580052493,0.04874999999999996,0.0,762
qwen3_8b_r42_fold_aligned,adapted_nll,45,NWT0098,269808,42,0.002962936005401863,0.9755228340752462,0.0,801,1,0.027777777777777776,0.95625,0.0,36
qwen3_8b_r42_fold_aligned,base_nll,45,NWT0098,269808,42,0.00021639167274482564,0.6656813329930031,0.0,801,1,0.004347826086956522,0.71375,0.0,230
qwen3_8b_r42_fold_aligned,neg_delta_nll,45,NWT0098,269808,42,0.00012004873492176345,0.34049350707120773,0.0,801,1,0.0013717421124828531,0.08999999999999997,0.0,729
qwen3_8b_r42_fold_aligned,adapted_nll,46,PNL0301,269959,36,0.0064607644991093015,0.9894790983601496,0.5555555555555556,801,1,0.0625,0.98125,0.0,16
qwen3_8b_r42_fold_aligned,base_nll,46,PNL0301,269959,36,0.0005341100826939443,0.8142568024543625,0.027777777777777776,801,1,0.0078125,0.84125,0.0,128
qwen3_8b_r42_fold_aligned,neg_delta_nll,46,PNL0301,269959,36,0.00010328470731389503,0.34225161743657756,0.0,801,1,0.001358695652173913,0.08125000000000004,0.0,736
qwen3_8b_r42_fold_aligned,adapted_nll,47,PPF0435,270114,1,0.0003677822728944465,0.989937544657236,0.0,801,1,0.05555555555555555,0.97875,0.0,18
qwen3_8b_r42_fold_aligned,base_nll,47,PPF0435,270114,1,2.5720164609053497e-05,0.8560639436087859,0.0,801,1,0.00546448087431694,0.7725,0.0,183
qwen3_8b_r42_fold_aligned,neg_delta_nll,47,PPF0435,270114,1,5.638154519262755e-06,0.34337851195610725,0.0,801,1,0.0013513513513513514,0.07625000000000004,0.0,740
