intervention,delta_mean_anomaly,delta_mean_benign,n_rows_anomaly,n_rows_benign,selectivity_proxy
control1,9.867369044513907e-06,8.880857421900146e-06,21540.0,1978460.0,9.865116226137616e-07
control3,2.794887768686749e-05,3.8337730074999854e-05,21540.0,1978460.0,-1.0388852388132364e-05
top1,0.001633024075999856,8.619959771749564e-06,21540.0,1978460.0,0.0016244041162281064
top3,0.0081198550760746,3.2845524401636794e-05,21540.0,1978460.0,0.008087009551672963
top5,0.014291041530668736,0.00014853775792289525,21540.0,1978460.0,0.01414250377274584
