layer,latent_mult,k,context_mode,feature_set,receiver_type,pair_idx,receiver_row_idx,matched_row_idx,receiver_example_id,matched_example_id,alpha,base_score,patched_score,delta,n_selected_features,n_active_receiver_tokens,selected_features,effect,strong_effect
18,4,8,project_role,control5_active,benign,8,101805,25378,PAA2738:10,CDE1846:420,0.75,0.3576340079307556,0.36609500646591187,0.00846099853515625,5,5,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,9,13198,25379,BGH2610:184,CDE1846:421,1.0,0.42446833848953247,0.3218226730823517,-0.10264566540718079,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,10,11410,25380,AXW3243:242,CDE1846:422,1.0,0.39277130365371704,0.3928775191307068,0.0001062154769897461,5,7,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,11,69166,25381,KCM2495:406,CDE1846:423,1.0,0.38509249687194824,0.38871851563453674,0.003626018762588501,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,12,104185,25382,PWM0708:127,CDE1846:424,0.75,0.3510466516017914,0.38936102390289307,0.038314372301101685,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,13,135945,25383,WRF3534:475,CDE1846:427,1.0,0.7322760224342346,0.640130341053009,-0.09214568138122559,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,14,80423,25384,LRC3160:498,CDE1846:428,0.5,0.5139923095703125,0.5227262377738953,0.008733928203582764,5,7,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,15,117138,25385,SHG1281:186,CDE1846:429,0.25,0.4316690266132355,0.40462160110473633,-0.027047425508499146,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,16,121065,25386,SPW0753:280,CDE1846:430,0.75,0.37680959701538086,0.3321698307991028,-0.044639766216278076,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,17,4280,25387,AFP2709:32,CDE1846:431,1.0,0.3945336937904358,0.4046868681907654,0.01015317440032959,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,18,45933,25388,FNW3564:313,CDE1846:434,1.0,0.38940802216529846,0.3766356110572815,-0.012772411108016968,5,3,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,19,115826,25389,SDM3560:190,CDE1846:435,1.0,0.49544891715049744,0.5549752116203308,0.059526294469833374,5,10,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,20,106745,25390,RBB0585:113,CDE1846:436,0.25,0.3765052556991577,0.38506150245666504,0.008556246757507324,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,21,45731,25391,FNW3564:44,CDE1846:437,1.0,0.3956376910209656,0.37662890553474426,-0.019008785486221313,5,10,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,22,104367,25392,PWM0708:393,CDE1846:438,0.5,0.3423011004924774,0.3590949773788452,0.016793876886367798,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,23,84062,25393,MBL1247:508,CDE1846:441,0.25,0.5402582883834839,0.49234747886657715,-0.04791080951690674,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,24,36916,25394,DJP3230:312,CDE1846:442,0.75,0.3843085467815399,0.38100942969322205,-0.003299117088317871,5,4,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,benign,25,20913,25395,BXK2091:137,CDE1846:443,0.75,0.3279338479042053,0.28728601336479187,-0.04064783453941345,5,11,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,26,38795,25396,DNV1964:442,CDE1846:444,0.75,0.49105939269065857,0.5451734066009521,0.05411401391029358,5,9,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,27,121836,25397,SSH1845:367,CDE1846:445,1.0,0.5719376802444458,0.5223764777183533,-0.04956120252609253,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,28,102009,25398,PAA2738:302,CDE1846:448,0.25,0.3101668655872345,0.304755836725235,-0.005411028861999512,5,10,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,benign,29,4482,25399,AFP2709:243,CDE1846:449,0.25,0.4330413341522217,0.4421074092388153,0.009066075086593628,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,30,101852,25400,PAA2738:77,CDE1846:450,0.75,0.37772005796432495,0.3945920467376709,0.016871988773345947,5,13,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,31,4467,25401,AFP2709:228,CDE1846:451,1.0,0.5990049242973328,0.5851212739944458,-0.013883650302886963,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,32,107024,25402,RBB0585:515,CDE1846:452,0.75,0.3869425058364868,0.4466399848461151,0.059697479009628296,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,33,23532,25403,CCB0547:319,CDE1846:455,1.0,0.2681437134742737,0.2744724154472351,0.006328701972961426,5,10,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,34,44030,25404,FCB0563:157,CDE1846:456,0.75,0.6420889496803284,0.6322060823440552,-0.009882867336273193,5,6,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,benign,35,135643,25405,WRF3534:119,CDE1846:457,0.25,0.6262776255607605,0.5157118439674377,-0.11056578159332275,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,36,45934,25406,FNW3564:315,CDE1846:458,1.0,0.35898715257644653,0.35046860575675964,-0.00851854681968689,5,8,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,benign,37,73453,25407,KRB3120:409,CDE1846:459,0.25,0.486133337020874,0.4448488652706146,-0.0412844717502594,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,38,14782,25408,BJW3558:183,CDE1846:462,0.5,0.5532115697860718,0.5035190582275391,-0.049692511558532715,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,39,115874,25409,SDM3560:259,CDE1846:463,0.25,0.46917030215263367,0.48305588960647583,0.013885587453842163,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,40,117357,25410,SHG1281:505,CDE1846:464,0.75,0.43326130509376526,0.4133363664150238,-0.019924938678741455,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,41,29161,25411,CLE3098:206,CDE1846:465,1.0,0.3746809959411621,0.43181902170181274,0.057138025760650635,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,42,108933,25412,RHO0678:146,CDE1846:466,0.5,0.6293472051620483,0.5564669370651245,-0.07288026809692383,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,43,105628,25413,QKO2718:43,CDE1846:469,0.5,0.6816874146461487,0.6583696007728577,-0.023317813873291016,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,44,34686,25414,DEP0163:200,CDE1846:470,0.75,0.40215060114860535,0.40591731667518616,0.0037667155265808105,5,5,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,45,121676,25415,SSH1845:134,CDE1846:471,0.5,0.5815876722335815,0.5475267171859741,-0.03406095504760742,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,46,107019,25416,RBB0585:508,CDE1846:472,1.0,0.4134014844894409,0.38023415207862854,-0.03316733241081238,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,47,27987,25417,CJC1433:143,CDE1846:473,0.5,0.32644084095954895,0.3343070447444916,0.007866203784942627,5,9,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,48,83705,25418,MBG3183:507,CDE1846:476,0.5,0.2971940338611603,0.29578834772109985,-0.0014056861400604248,5,12,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,benign,49,101865,25419,PAA2738:94,CDE1846:477,0.5,0.3716113865375519,0.34797534346580505,-0.023636043071746826,5,12,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,50,48340,25420,GFB1385:331,CDE1846:478,0.5,0.34813958406448364,0.35684606432914734,0.008706480264663696,5,9,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,51,133113,30006,WBS1592:119,CMP2946:401,0.5,0.5194826126098633,0.5010814666748047,-0.018401145935058594,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,52,31258,30007,CSP3434:207,CMP2946:402,1.0,0.45131561160087585,0.41530343890190125,-0.03601217269897461,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,53,2803,30008,ADM0923:38,CMP2946:403,0.25,0.40253880620002747,0.35079750418663025,-0.05174130201339722,5,11,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,54,128772,30009,URC2874:324,CMP2946:406,1.0,0.2942262589931488,0.27971237897872925,-0.014513880014419556,5,12,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,55,101022,30010,OKH3777:42,CMP2946:407,0.25,0.6377295255661011,0.5504937171936035,-0.08723580837249756,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,56,52572,30011,GWW3788:179,CMP2946:408,1.0,0.42468640208244324,0.42869842052459717,0.004012018442153931,5,5,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,57,101020,30012,OKH3777:39,CMP2946:409,0.75,0.6537567377090454,0.578130841255188,-0.07562589645385742,5,4,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,58,114805,30013,SAM3782:256,CMP2946:410,0.75,0.42018669843673706,0.3691527247428894,-0.051033973693847656,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,59,136639,30014,WRW2331:355,CMP2946:413,1.0,0.38515999913215637,0.3908489942550659,0.005688995122909546,5,7,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,60,72433,30015,KMB3781:477,CMP2946:414,0.5,0.3665221929550171,0.3703595697879791,0.003837376832962036,5,9,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,61,99299,30016,NVH3726:135,CMP2946:415,0.5,0.49447736144065857,0.47973498702049255,-0.014742374420166016,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,62,31349,30017,CSP3434:339,CMP2946:416,1.0,0.45705053210258484,0.43986624479293823,-0.017184287309646606,5,10,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,63,70515,30018,KEM2934:280,CMP2946:417,0.25,0.5182977914810181,0.48451679944992065,-0.03378099203109741,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,64,99444,30019,NVH3726:345,CMP2946:420,0.75,0.37167224287986755,0.35008397698402405,-0.021588265895843506,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,65,132692,30020,WBB2321:134,CMP2946:421,0.5,0.32402846217155457,0.3691180944442749,0.04508963227272034,5,11,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,benign,66,72620,30021,KMS0954:232,CMP2946:422,0.75,0.291800856590271,0.2776600420475006,-0.014140814542770386,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,67,41339,30022,EAH2882:395,CMP2946:423,1.0,0.3427988886833191,0.29944267868995667,-0.04335620999336243,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,68,82069,30023,MAC2962:491,CMP2946:424,0.5,0.41082194447517395,0.36078184843063354,-0.050040096044540405,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,benign,69,13222,83551,BGH2610:219,MBG3183:283,0.75,0.44287043809890747,0.3186964690685272,-0.12417396903038025,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,0,1692,29756,ACM2278:228,CMP2946:38,0.75,0.34236299991607666,0.3587481677532196,0.016385167837142944,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,1,1693,141800,ACM2278:231,ZNA0921:126,0.25,0.3368968963623047,0.3506604731082916,0.013763576745986938,5,11,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,2,1694,101066,ACM2278:232,OKH3777:92,0.25,0.3103208541870117,0.3188877999782562,0.008566945791244507,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,3,1695,116469,ACM2278:233,SFC2336:65,0.25,0.444414883852005,0.45849981904029846,0.014084935188293457,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,4,1696,29928,ACM2278:234,CMP2946:284,1.0,0.4246574342250824,0.44596797227859497,0.021310538053512573,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,5,25375,83433,CDE1846:415,MBG3183:114,0.75,0.48000627756118774,0.44694387912750244,-0.0330623984336853,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,6,25376,135639,CDE1846:416,WRF3534:114,1.0,0.476402223110199,0.45267271995544434,-0.02372950315475464,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,7,25377,40367,CDE1846:417,DSB2734:18,0.75,0.4381938576698303,0.4161932170391083,-0.022000640630722046,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,8,25378,101805,CDE1846:420,PAA2738:10,1.0,0.41655200719833374,0.37311092019081116,-0.04344108700752258,5,12,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,9,25379,13198,CDE1846:421,BGH2610:184,1.0,0.4224047064781189,0.3888460099697113,-0.03355869650840759,5,10,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,10,25380,11410,CDE1846:422,AXW3243:242,0.5,0.4740689694881439,0.42061638832092285,-0.05345258116722107,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,11,25381,69166,CDE1846:423,KCM2495:406,0.5,0.4615910053253174,0.41540369391441345,-0.04618731141090393,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,12,25382,104185,CDE1846:424,PWM0708:127,0.5,0.4656012952327728,0.4124293029308319,-0.05317199230194092,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,13,25383,135945,CDE1846:427,WRF3534:475,0.75,0.4605143070220947,0.4505857527256012,-0.00992855429649353,5,6,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,positive,14,25384,80423,CDE1846:428,LRC3160:498,0.75,0.4696827530860901,0.4612169861793518,-0.008465766906738281,5,5,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,positive,15,25385,117138,CDE1846:429,SHG1281:186,0.75,0.48370906710624695,0.4781903028488159,-0.00551876425743103,5,6,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,positive,16,25386,121065,CDE1846:430,SPW0753:280,0.75,0.4298016130924225,0.4266640841960907,-0.003137528896331787,5,3,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,positive,17,25387,4280,CDE1846:431,AFP2709:32,0.75,0.46182042360305786,0.4554700553417206,-0.00635036826133728,5,6,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,positive,18,25388,45933,CDE1846:434,FNW3564:313,0.75,0.41756606101989746,0.3994971215724945,-0.018068939447402954,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,19,25389,115826,CDE1846:435,SDM3560:190,0.75,0.4810541868209839,0.4586750566959381,-0.022379130125045776,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,20,25390,106745,CDE1846:436,RBB0585:113,0.75,0.4580255448818207,0.4387941360473633,-0.019231408834457397,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,21,25391,45731,CDE1846:437,FNW3564:44,0.5,0.454647958278656,0.43563759326934814,-0.01901036500930786,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,22,25392,104367,CDE1846:438,PWM0708:393,0.75,0.453688383102417,0.43292248249053955,-0.02076590061187744,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,23,25393,84062,CDE1846:441,MBL1247:508,0.5,0.4744405746459961,0.4609025716781616,-0.013538002967834473,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,24,25394,36916,CDE1846:442,DJP3230:312,0.5,0.4234159290790558,0.4130137860774994,-0.010402143001556396,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,25,25395,20913,CDE1846:443,BXK2091:137,0.5,0.48396870493888855,0.4678550958633423,-0.016113609075546265,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,26,25396,38795,CDE1846:444,DNV1964:442,0.75,0.4358266294002533,0.42477697134017944,-0.011049658060073853,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,27,25397,121836,CDE1846:445,SSH1845:367,0.75,0.4287758469581604,0.41691654920578003,-0.011859297752380371,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,28,25398,102009,CDE1846:448,PAA2738:302,0.75,0.45171621441841125,0.44045528769493103,-0.011260926723480225,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,29,25399,4482,CDE1846:449,AFP2709:243,1.0,0.5384507179260254,0.5171970725059509,-0.021253645420074463,5,13,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,30,25400,101852,CDE1846:450,PAA2738:77,1.0,0.4665936231613159,0.45014986395835876,-0.016443759202957153,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,31,25401,4467,CDE1846:451,AFP2709:228,1.0,0.4562937617301941,0.43735790252685547,-0.018935859203338623,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,32,25402,107024,CDE1846:452,RBB0585:515,1.0,0.4688948690891266,0.44830769300460815,-0.020587176084518433,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,33,25403,23532,CDE1846:455,CCB0547:319,0.5,0.437348872423172,0.4111645221710205,-0.02618435025215149,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,34,25404,44030,CDE1846:456,FCB0563:157,0.75,0.4546266794204712,0.43760669231414795,-0.017019987106323242,5,11,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,35,25405,135643,CDE1846:457,WRF3534:119,0.75,0.4495765268802643,0.42818281054496765,-0.02139371633529663,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,36,25406,45934,CDE1846:458,FNW3564:315,0.75,0.47377797961235046,0.44675543904304504,-0.02702254056930542,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,37,25407,73453,CDE1846:459,KRB3120:409,0.75,0.4813075065612793,0.4543904960155487,-0.02691701054573059,5,4,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,38,25408,14782,CDE1846:462,BJW3558:183,0.75,0.44189369678497314,0.43416476249694824,-0.007728934288024902,5,3,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,positive,39,25409,115874,CDE1846:463,SDM3560:259,0.75,0.4770914614200592,0.46523287892341614,-0.011858582496643066,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,40,25410,117357,CDE1846:464,SHG1281:505,0.75,0.44748130440711975,0.4306314289569855,-0.016849875450134277,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,41,25411,29161,CDE1846:465,CLE3098:206,0.75,0.4379540681838989,0.42311862111091614,-0.014835447072982788,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,42,25412,108933,CDE1846:466,RHO0678:146,0.75,0.4663989841938019,0.4540344178676605,-0.012364566326141357,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,43,25413,105628,CDE1846:469,QKO2718:43,0.75,0.5547977685928345,0.5239859819412231,-0.030811786651611328,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,44,25414,34686,CDE1846:470,DEP0163:200,0.75,0.5187341570854187,0.4945502281188965,-0.024183928966522217,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,45,25415,121676,CDE1846:471,SSH1845:134,0.75,0.4709838032722473,0.44750458002090454,-0.023479223251342773,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,46,25416,107019,CDE1846:472,RBB0585:508,0.75,0.4431593418121338,0.4243169128894806,-0.018842428922653198,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,47,25417,27987,CDE1846:473,CJC1433:143,0.75,0.510485053062439,0.490485817193985,-0.01999923586845398,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,project_role,control5_active,positive,48,25418,83705,CDE1846:476,MBG3183:507,0.75,0.45957010984420776,0.4561583399772644,-0.0034117698669433594,5,7,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,positive,49,25419,101865,CDE1846:477,PAA2738:94,0.75,0.48583829402923584,0.4826430380344391,-0.003195255994796753,5,6,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,control5_active,positive,50,25420,48340,CDE1846:478,GFB1385:331,0.75,0.4507943093776703,0.45294708013534546,0.002152770757675171,5,7,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,51,30006,133113,CMP2946:401,WBS1592:119,1.0,0.4071964919567108,0.43299612402915955,0.02579963207244873,5,7,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,52,30007,31258,CMP2946:402,CSP3434:207,1.0,0.35271212458610535,0.3824564516544342,0.029744327068328857,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,53,30008,2803,CMP2946:403,ADM0923:38,0.25,0.4106225371360779,0.4354841113090515,0.024861574172973633,5,7,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,54,30009,128772,CMP2946:406,URC2874:324,1.0,0.5697546005249023,0.6254069209098816,0.05565232038497925,5,5,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,55,30010,101022,CMP2946:407,OKH3777:42,1.0,0.4113714098930359,0.4248281419277191,0.013456732034683228,5,10,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,56,30011,52572,CMP2946:408,GWW3788:179,0.75,0.42193537950515747,0.43741509318351746,0.015479713678359985,5,7,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,57,30012,101020,CMP2946:409,OKH3777:39,0.75,0.3991337716579437,0.411650687456131,0.012516915798187256,5,11,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,58,30013,114805,CMP2946:410,SAM3782:256,0.75,0.3866937458515167,0.3995365798473358,0.012842833995819092,5,7,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,59,30014,136639,CMP2946:413,WRW2331:355,0.75,0.4019182026386261,0.41466543078422546,0.012747228145599365,5,14,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,60,30015,72433,CMP2946:414,KMB3781:477,0.75,0.39600488543510437,0.4059158265590668,0.009910941123962402,5,11,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,61,30016,99299,CMP2946:415,NVH3726:135,1.0,0.4086405634880066,0.43620070815086365,0.027560144662857056,5,10,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,62,30017,31349,CMP2946:416,CSP3434:339,0.25,0.32742437720298767,0.3416024446487427,0.014178067445755005,5,9,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,63,30018,70515,CMP2946:417,KEM2934:280,1.0,0.4940263628959656,0.5097788572311401,0.01575249433517456,5,9,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,64,30019,99444,CMP2946:420,NVH3726:345,0.5,0.4198122024536133,0.44643425941467285,0.02662205696105957,5,11,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,65,30020,132692,CMP2946:421,WBB2321:134,0.25,0.4261069595813751,0.43474000692367554,0.008633047342300415,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,66,30021,72620,CMP2946:422,KMS0954:232,0.25,0.4128640592098236,0.41901493072509766,0.006150871515274048,5,9,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,67,30022,41339,CMP2946:423,EAH2882:395,0.25,0.4211212396621704,0.4264383912086487,0.0053171515464782715,5,12,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,68,30023,82069,CMP2946:424,MAC2962:491,0.25,0.342947781085968,0.3552204668521881,0.012272685766220093,5,11,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,project_role,control5_active,positive,69,83551,13222,MBG3183:283,BGH2610:219,0.75,0.6162141561508179,0.6077409386634827,-0.008473217487335205,5,4,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,project_role,top5,benign,0,29756,1692,CMP2946:38,ACM2278:228,1.0,0.4015549123287201,0.4106234610080719,0.009068548679351807,5,1,"[14358, 12848, 4196, 13580, 11292]",False,False
18,4,8,project_role,top5,benign,1,141800,1693,ZNA0921:126,ACM2278:231,0.25,0.4560748040676117,0.46684038639068604,0.01076558232307434,5,0,"[14358, 12848, 4196, 13580, 11292]",False,False
