layer,latent_mult,k,feature_set,n_features,feature_ids,mean_row_gap
18,4,8,top5,5,"[14358, 12848, 4196, 13580, 11292]",0.09904013104149686
18,4,8,control1,1,[2044],-0.0003102934776618
18,4,8,control5_active,5,"[14177, 4087, 1870, 13823, 11909]",1.5004159636258092e-06
