run_name,score_name,n_eval,n_pos_days,day_pr_auc,day_roc_auc,day_top1pct_recall,n_eval_users,n_pos_users,user_pr_auc,user_roc_auc,user_top1pct_recall,heldout_user_rank_first_positive
qwen3_8b_r42,adapted_nll,15442,1309,0.1787860109180336,0.6755741875299357,0.029029793735676088,70,60,0.9327075146505432,0.8216666666666665,0.016666666666666666,1
qwen3_8b_r42,base_nll,15442,1309,0.15289353688705146,0.6628554434065941,0.02826585179526356,70,60,0.9924151556030777,0.9533333333333334,0.016666666666666666,1
qwen3_8b_r42,neg_delta_nll,15442,1309,0.08671222402841532,0.5310680262919703,0.007639419404125287,70,60,0.9944094889055054,0.9666666666666667,0.016666666666666666,1
