layer,latent_mult,k,context_mode,target,n_receivers,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage,top_minus_control_advantage
18,2,4,dept,top5,1309,-0.0103910114243342,-0.011786048948719267,-0.02130144441783474,-0.02164928521747531,-0.0013950375243850666,-0.0003478407996405711,-0.0010471967247444956
18,2,4,dept,top3,1309,-0.009775960372548872,-0.011228985577890033,-0.02130144441783474,-0.02164928521747531,-0.0014530252053411609,-0.0003478407996405711,-0.0011051844057005898
18,2,4,dept,top1,1309,-0.008112777716062558,-0.009737173537883802,-0.02130144441783474,-0.02164928521747531,-0.0016243958218212437,-0.0003478407996405711,-0.0012765550221806726
18,2,4,team,top5,1309,-0.010391870227544885,-0.014419766761948808,-0.020831994945717004,-0.02358200431234332,-0.0040278965344039235,-0.0027500093666263173,-0.0012778871677776062
18,2,4,team,top3,1309,-0.00974088426852973,-0.013850602304962776,-0.020831994945717004,-0.02358200431234332,-0.004109718036433046,-0.0027500093666263173,-0.0013597086698067286
18,2,4,role,top5,1309,-0.010406604857732541,-0.013894500237917336,-0.021116615468714416,-0.023168660990603558,-0.0034878953801847946,-0.002052045521889142,-0.0014358498582956528
18,2,4,team,top1,1309,-0.008151579679561262,-0.0123931058405737,-0.020831994945717004,-0.02358200431234332,-0.004241526161012438,-0.0027500093666263173,-0.0014915167943861211
18,2,4,role,top3,1309,-0.009806170615647201,-0.013355830910553725,-0.021116615468714416,-0.023168660990603558,-0.003549660294906524,-0.002052045521889142,-0.0014976147730173823
18,2,4,dept_role,top5,1309,-0.010391545566645536,-0.013889686696123222,-0.021081513136830196,-0.02295050235583274,-0.0034981411294776853,-0.0018689892190025433,-0.001629151910475142
18,2,4,dept_role,top3,1309,-0.009794581450971599,-0.013336090275674853,-0.021081513136830196,-0.02295050235583274,-0.003541508824703254,-0.0018689892190025433,-0.0016725196057007109
18,2,4,role,top1,1309,-0.008132402237997062,-0.011890149895155858,-0.021116615468714416,-0.023168660990603558,-0.0037577476571587966,-0.002052045521889142,-0.0017057021352696548
18,2,4,dept_role,top1,1309,-0.00814519357007364,-0.011872572216758116,-0.021081513136830196,-0.02295050235583274,-0.0037273786466844767,-0.0018689892190025433,-0.0018583894276819335
