layer,latent_mult,k,feature_set,n_features,feature_ids,mean_row_gap
18,2,4,top1,1,[675],0.0525881070910485
18,2,4,top3,3,"[675, 2642, 7195]",0.04925798760935477
18,2,4,top5,5,"[675, 2642, 7195, 5554, 5404]",0.047395547758088324
18,2,4,control1,1,[2321],-0.0088402981421835
18,2,4,control3,3,"[2321, 5565, 7205]",-0.010708524725834933
