intervention,delta_mean_anomaly,delta_mean_benign,n_rows_anomaly,n_rows_benign,selectivity_proxy
control1,0.0010099828941747546,0.0009942824253812432,21540.0,1978460.0,1.570046879351139e-05
control3,0.0011054400820285082,0.0011620037257671356,21540.0,1978460.0,-5.6563643738627434e-05
top1,0.0027685516979545355,1.4822876437392551e-05,21540.0,1978460.0,0.002753728821517143
top3,0.00803094170987606,3.7697544030379504e-05,21540.0,1978460.0,0.007993244165845681
top5,0.011508295312523842,5.204873377806507e-05,21540.0,1978460.0,0.011456246578745777
