layer,latent_mult,k,feature_set,n_features,feature_ids,mean_row_gap
18,2,8,top1,1,[1053],8.461406707763672
18,2,8,top3,3,"[1053, 3129, 885]",5.985443194707234
18,2,8,top5,5,"[1053, 3129, 885, 890, 518]",4.607180881500244
18,2,8,control1,1,[3424],0.0001026690006256
18,2,8,control3,3,"[3424, 109, 3152]",-0.0033741258084774334
