intervention,delta_mean_anomaly,delta_mean_benign,n_rows_anomaly,n_rows_benign,selectivity_proxy
control1,0.0,0.0,21540.0,1978460.0,0.0
control3,0.0,0.0,21540.0,1978460.0,0.0
top1,0.0013785819755867124,0.00023388896079268306,21540.0,1978460.0,0.0011446930147940293
top3,0.005315114744007587,0.00025157578056678176,21540.0,1978460.0,0.005063538963440806
top5,0.010289151221513748,0.00029278761940076947,21540.0,1978460.0,0.009996363602112979
