layer,latent_mult,k,context_mode,target,n_receivers,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage,top_minus_control_advantage
18,4,4,team,top3,70,-0.013244253396987916,-0.012049001029559544,0.0007968097925186157,0.0005464621952601842,0.0011952523674283715,-0.00025034759725843156,0.0014455999646868032
18,4,4,project_role,top5,70,-0.02358763941696712,-0.022838698966162547,0.0007968097925186157,0.0007968097925186157,0.0007489404508045742,0.0,0.0007489404508045742
18,4,4,team,top5,70,-0.023030645080975125,-0.02278683228152139,0.0007968097925186157,0.0005464621952601842,0.00024381279945373535,-0.00025034759725843156,0.0004941603967121669
18,4,4,dept_role,top3,70,-0.012775163991110665,-0.01231311091354915,0.0007968097925186157,0.0007968097925186157,0.00046205307756151497,0.0,0.00046205307756151497
18,4,4,dept_role,top5,70,-0.02323576807975769,-0.022838698966162547,0.0007968097925186157,0.0007968097925186157,0.0003970691135951436,0.0,0.0003970691135951436
18,4,4,role,top5,70,-0.02318872596536364,-0.022838698966162547,0.0007968097925186157,0.0007968097925186157,0.0003500269992010932,0.0,0.0003500269992010932
18,4,4,role,top3,70,-0.012650174328259059,-0.01231311091354915,0.0007968097925186157,0.0007968097925186157,0.00033706341470990907,0.0,0.00033706341470990907
18,4,4,team,top1,70,-0.001541114704949515,-0.0014591991901397705,0.0007968097925186157,0.0005464621952601842,8.191551480974464e-05,-0.00025034759725843156,0.0003322631120681762
18,4,4,project_role,top3,70,-0.012618827394076756,-0.01231311091354915,0.0007968097925186157,0.0007968097925186157,0.00030571648052760657,0.0,0.00030571648052760657
18,4,4,role,top1,70,-0.0013222843408584595,-0.0015220714466912405,0.0007968097925186157,0.0007968097925186157,-0.000199787105832781,0.0,-0.000199787105832781
18,4,4,project_role,top1,70,-0.0013129340750830515,-0.0015220714466912405,0.0007968097925186157,0.0007968097925186157,-0.00020913737160818896,0.0,-0.00020913737160818896
18,4,4,dept_role,top1,70,-0.0012706049851008824,-0.0015220714466912405,0.0007968097925186157,0.0007968097925186157,-0.00025146646159035805,0.0,-0.00025146646159035805
