layer,latent_mult,k,context_mode,target,n_receivers,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage,top_minus_control_advantage
18,2,8,team,top1,70,-0.012187510303088596,-0.011781421729496547,-0.008718605978148324,-0.00971766539982387,0.0004060885735920495,-0.000999059421675547,0.0014051479952675965
18,2,8,team,top5,70,-0.018149528333118985,-0.01776621469429561,-0.008718605978148324,-0.00971766539982387,0.00038331363882337585,-0.000999059421675547,0.0013823730604989228
18,2,8,team,top3,70,-0.01166355311870575,-0.01175599651677268,-0.008718605978148324,-0.00971766539982387,-9.244339806692946e-05,-0.000999059421675547,0.0009066160236086175
18,2,8,role,top3,70,-0.011729169743401664,-0.011482237918036325,-0.008616327813693455,-0.008599452035767691,0.00024693182536533916,1.6875777925763266e-05,0.0002300560474395759
18,2,8,dept_role,top3,70,-0.011722601737294879,-0.011482237918036325,-0.008672876017434257,-0.008599452035767691,0.00024036381925855374,7.342398166656529e-05,0.00016693983759198845
18,2,8,project_role,top3,70,-0.011705319370542254,-0.011482237918036325,-0.008655660918780736,-0.008599452035767691,0.00022308145250592853,5.620888301304493e-05,0.0001668725694928836
18,2,8,role,top1,70,-0.01212540226323264,-0.012219506927898952,-0.008616327813693455,-0.008599452035767691,-9.410466466631268e-05,1.6875777925763266e-05,-0.00011098044259207594
18,2,8,dept_role,top1,70,-0.012135427338736397,-0.012219506927898952,-0.008672876017434257,-0.008599452035767691,-8.40795891625546e-05,7.342398166656529e-05,-0.0001575035708291199
18,2,8,project_role,top1,70,-0.012035271525382996,-0.012219506927898952,-0.008655660918780736,-0.008599452035767691,-0.00018423540251595594,5.620888301304493e-05,-0.00024044428552900086
18,2,8,role,top5,70,-0.01749429191861834,-0.017802132453237262,-0.008616327813693455,-0.008599452035767691,-0.00030784053461892225,1.6875777925763266e-05,-0.0003247163125446855
18,2,8,project_role,top5,70,-0.017382846134049553,-0.017802132453237262,-0.008655660918780736,-0.008599452035767691,-0.00041928631918770887,5.620888301304493e-05,-0.0004754952022007538
18,2,8,dept_role,top5,70,-0.017283142038754053,-0.017802132453237262,-0.008672876017434257,-0.008599452035767691,-0.0005189904144832086,7.342398166656529e-05,-0.0005924143961497739
