intervention,delta_mean_anomaly,delta_mean_benign,n_rows_anomaly,n_rows_benign,selectivity_proxy
control1,0.0,0.0,21540.0,1978460.0,0.0
control3,0.0,0.0,21540.0,1978460.0,0.0
top1,0.003715992672368884,1.8550925233284943e-05,21540.0,1978460.0,0.003697441747135599
top3,0.011472692713141441,9.922330355038866e-05,21540.0,1978460.0,0.011373469409591053
top5,0.03629525005817413,0.007786168251186609,21540.0,1978460.0,0.028509081806987524
