layer,latent_mult,k,context_mode,feature_set,receiver_type,pair_idx,receiver_row_idx,matched_row_idx,receiver_example_id,matched_example_id,alpha,base_score,patched_score,delta,n_selected_features,n_active_receiver_tokens,selected_features,effect,strong_effect
18,4,8,dept_role,control5_active,benign,69,40691,83551,DSB2734:486,MBG3183:283,0.25,0.3769611418247223,0.3784652054309845,0.001504063606262207,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,dept_role,control5_active,positive,0,1692,98309,ACM2278:228,NRN2936:87,0.25,0.34236299991607666,0.3616446554660797,0.019281655550003052,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,dept_role,control5_active,positive,1,1693,113123,ACM2278:231,RSA2941:44,0.5,0.3368968963623047,0.3562631905078888,0.019366294145584106,5,11,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,dept_role,control5_active,positive,2,1694,20446,ACM2278:232,BVB1673:24,1.0,0.3103208541870117,0.32344138622283936,0.013120532035827637,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,dept_role,control5_active,positive,3,1695,67042,ACM2278:233,JMG3365:422,1.0,0.444414883852005,0.46296289563179016,0.018548011779785156,5,8,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,dept_role,control5_active,positive,4,1696,72299,ACM2278:234,KMB3781:282,0.5,0.4246574342250824,0.43738657236099243,0.012729138135910034,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,dept_role,control5_active,positive,5,25375,69018,CDE1846:415,KCM2495:190,1.0,0.48000627756118774,0.4542786180973053,-0.025727659463882446,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,6,25376,105825,CDE1846:416,QKO2718:324,0.25,0.476402223110199,0.4616055488586426,-0.014796674251556396,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,7,25377,4563,CDE1846:417,AFP2709:328,0.25,0.4381938576698303,0.42488881945610046,-0.013305038213729858,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,8,25378,102150,CDE1846:420,PAA2738:507,0.5,0.41655200719833374,0.3711163401603699,-0.04543566703796387,5,12,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,9,25379,13282,CDE1846:421,BGH2610:304,0.5,0.4224047064781189,0.38481926918029785,-0.037585437297821045,5,10,"[14177, 4087, 1870, 13823, 11909]",True,True
