feature_id,row_gap,row_support_gap,row_mean_pos,row_mean_neg,row_active_frac
6550,0.4554009981793859,0.06438670948511008,0.4639508359777562,0.008549837798370336,0.002602
5126,0.15599272695821156,0.024480829846640517,0.16837010515322814,0.012377378195016579,0.0023845
205,0.10521420881931118,0.0020688431867104725,0.10574850934240258,0.0005343005230914046,8.9e-05
6047,0.10086298402221822,0.0020637887504317506,0.10178553900900214,0.0009225549867839263,9.4e-05
2884,0.08598261322685098,0.0021319480817691585,0.08659911775544715,0.0006165045285961696,7.3e-05
3002,0.08432499385629093,0.0020880500445696155,0.08505988763014033,0.0007348937738494027,7e-05
3615,0.0834875305483231,0.004189241623463908,0.08389529752421401,0.0004077669758909149,0.000127
1689,0.08228120310665067,0.03161547170359967,0.1511182636852716,0.06883706057862092,0.041102
1889,0.07895428922120735,0.0020870391573138713,0.07951899203528047,0.0005647028140731161,7.1e-05
5148,0.07581727606575563,0.005570803965392514,0.0772087171659939,0.0013914411002382654,0.0001995
6104,0.07558544746151596,0.0020615923937201052,0.07723022114931707,0.001644773687801105,0.000514
2369,0.0721890188254539,0.0020617669759202617,0.07250202784631246,0.0003130090208585652,9.6e-05
5974,0.07038586688605959,0.0020496363288513295,0.0712364371219164,0.000850570235856796,0.000108
4905,0.06905990215389216,0.004279919242779555,0.07082457247993519,0.0017646703260430295,0.000223
657,0.06511363844472809,0.0042549492950872915,0.065322421807986,0.00020878336325791088,6.2e-05
7980,0.0630835201487245,0.002069348630338345,0.0635266195100662,0.0004430993613417048,8.85e-05
1947,0.062479978962873786,0.002114838556846841,0.06277657343263192,0.00029659446975813513,4.35e-05
5467,0.06237594687291344,0.0020788816632194658,0.08641230283009309,0.024036355957179647,0.001054
1324,0.06155317019546311,0.002214108717836315,0.06192152585381142,0.00036835565834831695,0.000131
5405,0.05905909033642123,0.00420592126318369,0.05974407049938829,0.0006849801629670555,0.0001105
4633,0.05880873476086366,0.002629111726422634,0.0609987202350365,0.0021899854741728388,0.0012525
501,0.05565017109191651,0.003978773864342553,0.056421049369521574,0.0007708782776050662,0.0001495
1020,0.05157805274355743,0.0030026059396938073,0.05232962409765939,0.0007515713541019643,0.0002795
1920,0.05123767796791368,0.0013916529115134528,0.07511671565701371,0.023879037689100026,0.001316
5605,0.050015072875098224,0.0022798215518365856,0.06128375825775699,0.011268685382658766,0.0009945
6829,0.04829347865896301,0.0019672490175081637,0.050868490479450704,0.0025750118204876903,0.0001895
783,0.0482128308732202,0.002148476604638268,0.04896356376543461,0.0007507328922144126,0.0001495
1172,0.04749329665120173,0.0012970073016001652,0.08202061722316228,0.034527320571960556,0.0011775
7115,0.04652403432857209,0.0020576478684719477,0.04751490838237681,0.0009908740538047238,0.0001465
615,0.04556641355626925,0.0016907713530620793,0.05174566922413606,0.0061792556678668085,0.000463
7534,0.04336036705018287,0.0016144024345544129,0.08033294614643108,0.03697257909624821,0.0011885
3933,0.040822679828963544,0.001956634701322848,0.042198112172558006,0.0013754323435944645,0.0002
673,0.03988081741956397,0.00175488713537651,0.04851411582146293,0.008633298401898956,0.000446
2463,0.039469079674129985,0.0017751048804913972,0.04771855946702878,0.00824947979289879,0.000426
850,0.03870190969978865,0.001986961318995179,0.03989845442351303,0.0011965447237243772,0.00017
8180,0.038420371963943115,0.0007583217210358345,0.03897343992412146,0.0005530679601783437,8.55e-05
652,0.03773963946608882,0.0018151104855186364,0.04238206337421385,0.0046424239081250315,0.00034
7629,0.03596916558310382,0.002025880478341337,0.03717775530801842,0.0012085897249146007,0.0001315
2414,0.03547828292494393,0.0016943094584571845,0.042633967102957526,0.007155684178013596,0.0004595
6683,0.03515810451992647,0.004695980069320585,0.036999460072459835,0.0018413555525333587,0.0006935
2861,0.034613685680109675,0.002026438015045062,0.037921391412297556,0.0033077057321878804,0.0004095
269,0.03317405938712574,0.0008957840848444715,0.07624993801338316,0.04307587862625742,0.001203
7405,0.03227434562414168,0.004184981723918693,0.047535160767777494,0.015260815143635817,0.0021275
2317,0.03219319596289471,1.0950339989917969e-05,0.03415087750363151,0.001957681540736796,0.0013355
5043,0.031887571912912284,0.0016253138220641884,0.032681235076103814,0.0007936631631915306,6.35e-05
4346,0.031520261214280844,0.0018088940451334973,0.03838469371158101,0.00686443249730016,0.000439
4005,0.030771544273220874,0.0018464479904467118,0.034298614406320045,0.0035270701330991716,0.000309
7573,0.030046265179378077,0.0017791484295143747,0.03629582067718081,0.006249555497802735,0.000422
1127,0.02980014634200911,0.0017646937742326078,0.033000830444010074,0.0032006841020009624,0.000622
4160,0.029586072364062247,0.0016163955813395317,0.03376676334533408,0.004180690981271832,0.000583
1184,0.02946658852437751,0.0028692443803608877,0.03244350373800308,0.0029769152136255735,0.000365
5058,0.029411483811993627,0.0011862630540203035,0.056628087387111524,0.027216603575117897,0.0010085
8187,0.029348001765555805,0.0016348233895958262,0.045596286734720014,0.01624828496916421,0.001354
2726,0.028627983568612986,0.0014945836670223354,0.0316108850936925,0.0029829015250795177,0.0007035
5311,0.028622883016860976,0.001158742422839196,0.049615009658958695,0.02099212664209772,0.001175
2777,0.028516971276737944,0.0006993124680759787,0.039343663289132996,0.010826692012395053,0.000376
6686,0.0283434521043572,0.002064294194059623,0.028849994948094048,0.0005065428437368451,9.35e-05
436,0.02729751365456469,0.0016270854559501842,0.03378977270843591,0.00649225905387122,0.000526
6226,0.026892581108515928,0.0017791484295143747,0.035005601512799134,0.008113020404283206,0.000422
6487,0.026847931216362374,0.0018466512003732377,0.03155719261536913,0.004709261399006755,0.0004945
3871,0.02672627558698177,0.001716473419658224,0.03185313582531035,0.005126860238328581,0.000484
2818,0.026280992702047173,0.0016911256798392785,0.0369192842432162,0.010638291541169027,0.0005555
2924,0.025991825614129625,0.0006542524267700179,0.03349172620720186,0.007499900593072233,0.000467
5697,0.02562701714842121,0.0009544624763766114,0.0350298916784391,0.009402874530017886,0.000495
5920,0.025605076463786777,0.0014006701760129294,0.03204530428268341,0.00644022781889663,0.000425
1648,0.02545344764070403,0.0018236274687671269,0.02999520208842243,0.004541754447718402,0.000378
6359,0.025451886740636708,0.0019342440648457988,0.02842543748870644,0.0029735507480697343,0.000315
567,0.025335569833996607,0.0006832424581357749,0.052527058904881595,0.027191489070884988,0.000949
1444,0.02504337316367281,0.000754278172012857,0.026558172337524073,0.0015147991738512642,8.95e-05
6833,0.02497228416978681,0.0010546210354975263,0.05251270897873265,0.027540424808945838,0.001278
389,0.0249660213603368,0.0010570022991631006,0.05611771103288691,0.03115168967255011,0.002297
342,0.024810299467720412,0.0015493043927106074,0.05788271724347616,0.03307241777575575,0.00181
727,0.024663893574022204,0.001724560517704179,0.029858789027788733,0.0051948954537665275,0.000476
6809,0.023925313495265468,0.0010935167294942013,0.04212737706599683,0.01820206357073136,0.0015645
18,0.02384075338645496,0.0018291117902483845,0.028853042068144957,0.005012288681689997,0.000419
2532,0.02368677377044354,0.0011022786909912986,0.02458026140181135,0.0008934876313678113,0.0002095
524,0.023528470862549285,0.0006996484918805807,0.05444019409164634,0.030911723229097056,0.001722
797,0.02346453867133371,0.0018130887110071477,0.026862863312192613,0.0033983246408589027,0.000342
1770,0.022930789172988405,0.0009071305199336687,0.02519830808444718,0.002267518911458775,0.0010525
589,0.02265779985099059,0.0008416312206136977,0.07331385944547095,0.05065605959448036,0.0022315
2215,0.022296256091675473,0.0007142725669856181,0.022883455556304562,0.0005871994646290901,0.0001755
5489,0.021868559750397865,0.0007012065910862778,0.02312980782908207,0.0012612480786842028,0.000142
5225,0.02182548724619622,0.0008669686356788704,0.02625615087060211,0.004430663624405891,0.000303
6920,0.021184597103952853,0.0005942088212049343,0.039654810725259025,0.018470213621306172,0.0010835
6898,0.020873413131238364,0.001361070990838743,0.024471166317620096,0.0035977531863817308,0.000882
2187,0.020632684012255553,0.0011796453561589986,0.051087841637840734,0.03045515762558518,0.001665
4425,0.020508086443642284,0.0006564774112080328,0.03128277131441908,0.0107746848707768,0.0006505
1826,0.0204506866948198,0.0018788771034327545,0.03655846621443413,0.016107779519614326,0.001159
3096,0.020440664742169528,0.0012737803600675278,0.034657134894651734,0.014216470152482206,0.0008755
421,0.020288002959996436,0.0010593732380749024,0.044502117479965436,0.024214114519969,0.001459
2200,0.02014727547329326,0.0006727323281021653,0.04057949786952168,0.02043222239622842,0.0015165
4498,0.020056226216695235,0.0011667018693839618,0.03702674573953216,0.016970519522836923,0.000935
7543,0.02004868865570019,0.0010081150593563993,0.025939571049441425,0.005890882393741235,0.0003955
2759,0.019586709424846898,0.0017431159774616632,0.027582444232597102,0.007995734807750204,0.001479
7738,0.01938439485915524,0.0007030824111239798,0.03997410694093979,0.020589712081784547,0.0011615
5929,0.01927748687268073,0.0005708021350952545,0.026237531182050928,0.006960044309370196,0.000271
3459,0.01918689777969468,0.000752686282703904,0.01997244007186748,0.0007855422921727972,0.0001375
1723,0.019000211956837036,0.0008450130467812435,0.04662981896125949,0.027629607004422456,0.0013925
6781,0.01893799742136615,0.0006886225934653264,0.02986575169704972,0.01092775427568357,0.000433
5246,0.018910008551168245,0.00038034891116226117,0.02127218538672147,0.0023621768355532253,8.8e-05
7386,0.018534336994010102,0.0015997915000450862,0.023623329594717496,0.005088992600707396,0.000553
4047,0.01851251509580864,0.0010093577842650394,0.030066684671541884,0.011554169575733247,0.0011835
5339,0.01834882305224365,0.0007684305935932781,0.019494512021375567,0.001145688969131915,7.55e-05
1206,0.018232598135441,0.0010291404818005049,0.01974807417603035,0.0015154760405893493,0.000189
4171,0.018182064321244383,0.0023971600319282684,0.022294905347301656,0.004112841026057272,0.000832
6166,0.018143557054534222,0.0011873494997013847,0.03229307070194623,0.01414951364741201,0.000961
2717,0.018098715761132193,0.0009300838554913296,0.04974988633654354,0.03165117057541135,0.002144
4456,0.017827308169280156,0.0016028241618123193,0.024696648596831794,0.006869340427551639,0.00055
3188,0.017734243614887867,0.0007663097953069695,0.02271140110968658,0.004977157494798713,0.000449
6498,0.017625840039011263,0.0017483163682141716,0.02135518825817905,0.003729348219167788,0.0004525
6972,0.01757907098133745,0.0006871818210070462,0.026319192533926932,0.008740121552589483,0.000388
7146,0.01754101887364468,0.0016060365681565953,0.02930844755447232,0.01176742868082764,0.0010575
3373,0.01753098827966422,0.0007702594829320135,0.04977352558293604,0.03224253730327182,0.001745
4414,0.017419673459393076,0.0012959443212685674,0.02247296933676207,0.005053295877368994,0.0009
7659,0.01730363483191322,0.001678059703939938,0.02134282130716903,0.00403918647525581,0.000522
6176,0.017287476061205537,0.00012515197216266167,0.024715314757082343,0.007427838695876808,0.000619
138,0.017222897280394986,0.0010624293651916186,0.03260835288516215,0.015385455604767166,0.001131
1927,0.017144871748334845,0.0007922150718296406,0.028932592840026458,0.011787721091691614,0.0006555
6992,0.017003425292303188,0.0017553925790043821,0.022867107568455718,0.005863682276152531,0.0004455
6422,0.016953124008215324,0.0006896569460705541,0.019429636222959783,0.00247651221474446,0.000107
2008,0.016918238395326437,0.00042033105084001674,0.024806703055690812,0.007888464660364376,0.000327
412,0.016904189830313457,0.0017734374327571078,0.020604464602669632,0.0037002747723561755,0.0005205
2562,0.016716264111454292,0.0006993124680759787,0.024703897672775397,0.007987633561321105,0.000376
