intervention,delta_mean_anomaly,delta_mean_benign,n_rows_anomaly,n_rows_benign,selectivity_proxy
control1,1.0031091051132535e-06,7.868126704124734e-05,21540.0,1978460.0,-7.767815793613408e-05
control3,0.00027999511803500354,0.00032414495944976807,21540.0,1978460.0,-4.4149841414764524e-05
top1,0.00329409702681005,5.470477481139824e-05,21540.0,1978460.0,0.0032393922519986518
top3,0.006547148805111647,0.00014700613974127918,21540.0,1978460.0,0.0064001426653703675
top5,0.011179395020008087,0.00016980076907202601,21540.0,1978460.0,0.011009594250936061
