intervention,delta_mean_anomaly,delta_mean_benign,n_rows_anomaly,n_rows_benign,selectivity_proxy
control1,0.0,0.0,21540.0,1978460.0,0.0
control3,0.0,0.0,21540.0,1978460.0,0.0
top1,0.0026131258346140385,6.145214865682647e-05,21540.0,1978460.0,0.002551673685957212
top3,0.005395553074777126,0.00016684889851603657,21540.0,1978460.0,0.00522870417626109
top5,0.009278329089283943,0.00018712745804805309,21540.0,1978460.0,0.00909120163123589
