layer,latent_mult,k,context_mode,target,n_receivers,estimate,ci_low,ci_high,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage
18,2,4,team,top1,70,-0.00020272518907276662,-0.0013364879574094704,0.000979092802320171,-0.03991054594516752,-0.04302466213703153,0.0012397881065096086,-0.0016716028962816402,-0.003114116191864011,-0.0029113910027912487
18,2,4,team,top3,70,-0.002176059569631324,-0.004024369929518036,-0.0004615408075707643,-0.0522815555334091,-0.05736900610583166,0.0012397881065096086,-0.0016716028962816402,-0.005087450572422561,-0.0029113910027912487
18,2,4,team,top5,70,-0.0031129347426550914,-0.005873666980436879,-0.0009310712133135269,-0.05272478333541323,-0.05874910908085957,0.0012397881065096086,-0.0016716028962816402,-0.006024325745446341,-0.0029113910027912487
18,2,4,role,top1,70,-0.004825473683221,-0.006226589860660686,-0.0035451352596282946,-0.03603618911334444,-0.04086166279656544,0.0012397881065096086,0.0012397881065096086,-0.004825473683220997,0.0
18,2,4,project_role,top1,70,-0.004902416041919165,-0.006269027580107962,-0.0036056530369179664,-0.035959246754646276,-0.04086166279656544,0.0012397881065096086,0.0012397881065096086,-0.004902416041919162,0.0
18,2,4,dept_role,top1,70,-0.0050265508038657035,-0.0063714300521782435,-0.0038187331386974844,-0.03583511199269973,-0.04086166279656544,0.0012397881065096086,0.0012397881065096086,-0.005026550803865708,0.0
18,2,4,role,top3,70,-0.014536174706050332,-0.018251265766365193,-0.011006376658167161,-0.041374433892113795,-0.05591060859816413,0.0012397881065096086,0.0012397881065096086,-0.014536174706050335,0.0
18,2,4,project_role,top3,70,-0.01522017419338227,-0.01897056725408351,-0.011716918402484485,-0.04069043440478186,-0.05591060859816413,0.0012397881065096086,0.0012397881065096086,-0.015220174193382272,0.0
18,2,4,dept_role,top3,70,-0.01662856723581042,-0.02015906367983137,-0.013271032209907262,-0.039282041362353706,-0.05591060859816413,0.0012397881065096086,0.0012397881065096086,-0.016628567235810424,0.0
18,2,4,role,top5,70,-0.01731185742786952,-0.02208642130451543,-0.012927047248397548,-0.03999326016221725,-0.057305117590086774,0.0012397881065096086,0.0012397881065096086,-0.017311857427869524,0.0
18,2,4,project_role,top5,70,-0.017927620666367664,-0.022690417777214728,-0.01353072977491787,-0.03937749692371911,-0.057305117590086774,0.0012397881065096086,0.0012397881065096086,-0.01792762066636766,0.0
18,2,4,dept_role,top5,70,-0.019099705134119304,-0.023318260290793008,-0.015006125654493063,-0.038205412455967466,-0.057305117590086774,0.0012397881065096086,0.0012397881065096086,-0.019099705134119307,0.0
