layer,latent_mult,k,context_mode,target,n_receivers,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage,top_minus_control_advantage
26,4,4,dept,top3,1309,0.00819227765360527,0.007909925214838126,-0.0005999842361241829,-0.0009361887315104625,-0.00028235243876714375,-0.0003362044953862795,5.385205661913577e-05
26,4,4,dept_role,top3,1309,0.008200766887256806,0.0075856115842612305,-0.0005999842361241829,-0.001126929297986333,-0.0006151553029955757,-0.00052694506186215,-8.821024113342575e-05
26,4,4,dept,top5,1309,0.00916689485197672,0.008697356075344422,-0.0005999842361241829,-0.0009361887315104625,-0.00046953877663229865,-0.0003362044953862795,-0.00013333428124601913
26,4,4,role,top3,1309,0.008217101439981628,0.007543367725733676,-0.0005999842361241829,-0.001126929297986333,-0.0006737337142479526,-0.00052694506186215,-0.00014678865238580262
26,4,4,team,top3,1309,0.008257581246910065,0.007646172009323097,-0.0005999842361241829,-0.0010496371114773091,-0.0006114092375869686,-0.0004496528753531262,-0.0001617563622338424
26,4,4,dept,top1,1309,0.006398091387256946,0.005855169377771382,-0.0005999842361241829,-0.0009361887315104625,-0.0005429220094855637,-0.0003362044953862795,-0.00020671751409928423
26,4,4,dept_role,top5,1309,0.009140061560343749,0.008367962958796321,-0.0005999842361241829,-0.001126929297986333,-0.000772098601547427,-0.00052694506186215,-0.00024515353968527706
26,4,4,role,top5,1309,0.009137513780521017,0.008348747234111345,-0.0005999842361241829,-0.001126929297986333,-0.0007887665464096725,-0.00052694506186215,-0.0002618214845475225
26,4,4,team,top5,1309,0.009221801680859214,0.008446035868252754,-0.0005999842361241829,-0.0010496371114773091,-0.0007757658126064607,-0.0004496528753531262,-0.00032611293725333455
26,4,4,role,top1,1309,0.0063818501119307655,0.005520727078453833,-0.0005999842361241829,-0.001126929297986333,-0.0008611230334769323,-0.00052694506186215,-0.0003341779716147823
26,4,4,dept_role,top1,1309,0.006423845340770287,0.005519894651095316,-0.0005999842361241829,-0.001126929297986333,-0.0009039506896749714,-0.00052694506186215,-0.0003770056278128214
26,4,4,team,top1,1309,0.006383963230914793,0.005539086128665437,-0.0005999842361241829,-0.0010496371114773091,-0.0008448771022493556,-0.0004496528753531262,-0.00039522422689622946
