layer,latent_mult,k,context_mode,target,n_receivers,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage,top_minus_control_advantage
26,2,4,team,top5,1309,0.00315058899572371,0.00400756390564673,-0.0005999842361241829,-0.0010496371114773091,0.0008569749099230201,-0.0004496528753531262,0.0013066277852761463
26,2,4,dept,top5,1309,0.0030714902739382775,0.003921594655723222,-0.0005999842361241829,-0.0009361887315104625,0.0008501043817849443,-0.0003362044953862795,0.0011863088771712237
26,2,4,dept_role,top5,1309,0.003269080786963653,0.0038561091749061602,-0.0005999842361241829,-0.001126929297986333,0.0005870283879425074,-0.00052694506186215,0.0011139734498046574
26,2,4,role,top5,1309,0.003256233253945277,0.0037853641533687698,-0.0005999842361241829,-0.001126929297986333,0.0005291308994234928,-0.00052694506186215,0.0010560759612856427
26,2,4,team,top3,1309,0.006374793985219654,0.006449814672411808,-0.0005999842361241829,-0.0010496371114773091,7.502068719215417e-05,-0.0004496528753531262,0.0005246735625452803
26,2,4,dept_role,top3,1309,0.006329188440663838,0.006259882365864957,-0.0005999842361241829,-0.001126929297986333,-6.930607479888138e-05,-0.00052694506186215,0.0004576389870632686
26,2,4,dept,top3,1309,0.006265718282134229,0.006323885038847956,-0.0005999842361241829,-0.0009361887315104625,5.816675671372652e-05,-0.0003362044953862795,0.00039437125210000604
26,2,4,role,top3,1309,0.006363096209406579,0.006136283050792831,-0.0005999842361241829,-0.001126929297986333,-0.0002268131586137482,-0.00052694506186215,0.0003001319032484018
26,2,4,dept,top1,1309,0.012668409654436628,0.012220414427967815,-0.0005999842361241829,-0.0009361887315104625,-0.00044799522646881383,-0.0003362044953862795,-0.00011179073108253431
26,2,4,role,top1,1309,0.012694421868182213,0.012040672079582447,-0.0005999842361241829,-0.001126929297986333,-0.0006537497885997657,-0.00052694506186215,-0.00012680472673761572
26,2,4,team,top1,1309,0.012652622209968597,0.01207157846531675,-0.0005999842361241829,-0.0010496371114773091,-0.000581043744651847,-0.0004496528753531262,-0.0001313908692987208
26,2,4,dept_role,top1,1309,0.012706936248119229,0.01199400069788269,-0.0005999842361241829,-0.001126929297986333,-0.0007129355502365382,-0.00052694506186215,-0.00018599048837438827
