layer,latent_mult,k,context_mode,target,n_receivers,estimate,ci_low,ci_high,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage
18,4,8,dept,top3,1309,-0.001131605519148297,-0.0014376926939504721,-0.0008198028517142781,-0.004845825131382081,-0.006358842593827626,-0.019063910436684886,-0.01944532237998213,-0.0015130174624455447,-0.00038141194329724404
18,4,8,dept,top5,1309,-0.0011467030933560785,-0.0014443714106192153,-0.0008418570281873672,-0.004693858183186143,-0.006221973219839466,-0.019063910436684886,-0.01944532237998213,-0.0015281150366533228,-0.00038141194329724404
18,4,8,dept,top1,1309,-0.0011816850434376836,-0.0014769657512854917,-0.0008697813904699771,-0.003916444602679266,-0.005479541589414191,-0.019063910436684886,-0.01944532237998213,-0.0015630969867349255,-0.00038141194329724404
18,4,8,dept_role,top3,1309,-0.002079226662859466,-0.002432608620652811,-0.001721120199417684,-0.004891714082591129,-0.008181628787490226,-0.019029561677809607,-0.020240249719849238,-0.0032899147048990962,-0.0012106880420396302
18,4,8,role,top3,1309,-0.002121172782753692,-0.0024559738485866807,-0.0017665129186225522,-0.004882341866915787,-0.008182708603721979,-0.018821526236257262,-0.020000720190309764,-0.0033003667368061923,-0.0011791939540525022
18,4,8,dept_role,top5,1309,-0.0021680177760725235,-0.0025187010698253798,-0.0018161703598371772,-0.004730125310040323,-0.008108831128152479,-0.019029561677809607,-0.020240249719849238,-0.0033787058181121554,-0.0012106880420396302
18,4,8,role,top5,1309,-0.0021895730969011535,-0.0025251524828835384,-0.0018352641992276633,-0.004710080561699807,-0.00807884761265346,-0.018821526236257262,-0.020000720190309764,-0.0033687670509536527,-0.0011791939540525022
18,4,8,dept_role,top1,1309,-0.0022406128297059705,-0.0025976787100000323,-0.0018742273886801144,-0.003949691927824612,-0.007400992799570215,-0.019029561677809607,-0.020240249719849238,-0.003451300871745603,-0.0012106880420396302
18,4,8,role,top1,1309,-0.0022967098845699664,-0.0026329834250387457,-0.0019376837206624472,-0.003941277473185974,-0.007417181311808439,-0.018821526236257262,-0.020000720190309764,-0.0034759038386224655,-0.0011791939540525022
18,4,8,team,top3,1309,-0.002361370348766429,-0.0027152597693608275,-0.0019930361796418007,-0.0048901448389152445,-0.008632201550569672,-0.018857957355569933,-0.020238643718457926,-0.0037420567116544278,-0.001380686362887993
18,4,8,team,top5,1309,-0.0024480001105890597,-0.0028073780500451635,-0.002081224445262143,-0.004707253439176894,-0.00853593991265395,-0.018857957355569933,-0.020238643718457926,-0.0038286864734770557,-0.001380686362887993
18,4,8,team,top1,1309,-0.0025571301818531414,-0.002913344942312186,-0.002185623573439548,-0.00394278538190654,-0.007880601926647678,-0.018857957355569933,-0.020238643718457926,-0.003937816544741138,-0.001380686362887993
