layer,latent_mult,k,context_mode,target,n_receivers,estimate,ci_low,ci_high,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage
26,2,4,team,top5,1309,0.0013066277852761445,0.0009597144024894827,0.0016632615486864265,0.003150588995723706,0.004007563905646727,-0.0005999842361241846,-0.00104963711147731,0.0008569749099230214,-0.0004496528753531254
26,2,4,dept,top5,1309,0.001186308877171225,0.0008964116822407403,0.0014835477279423765,0.003071490273938272,0.003921594655723219,-0.0005999842361241846,-0.0009361887315104632,0.0008501043817849474,-0.00033620449538627865
26,2,4,dept_role,top5,1309,0.0011139734498046578,0.0007926130930575113,0.0014397313868138868,0.003269080786963649,0.0038561091749061576,-0.0005999842361241846,-0.001126929297986334,0.0005870283879425087,-0.0005269450618621494
26,2,4,role,top5,1309,0.001056075961285642,0.0007442527168164998,0.0013928801376255893,0.003256233253945273,0.003785364153368767,-0.0005999842361241846,-0.001126929297986334,0.0005291308994234941,-0.0005269450618621494
26,2,4,team,top3,1309,0.0005246735625452784,0.00019982347024406563,0.0008562625217200924,0.006374793985219651,0.006449814672411803,-0.0005999842361241846,-0.00104963711147731,7.502068719215244e-05,-0.0004496528753531254
26,2,4,dept_role,top3,1309,0.00045763898706326924,0.00013600190755654496,0.0007784008015035383,0.006329188440663834,0.0062598823658649525,-0.0005999842361241846,-0.001126929297986334,-6.930607479888138e-05,-0.0005269450618621494
26,2,4,dept,top3,1309,0.0003943712521000074,0.00013417691373706568,0.0006684311007478928,0.006265718282134225,0.0063238850388479505,-0.0005999842361241846,-0.0009361887315104632,5.8166756713725655e-05,-0.00033620449538627865
26,2,4,role,top3,1309,0.0003001319032483998,-1.1587399645010828e-05,0.0006150264475093367,0.006363096209406577,0.006136283050792826,-0.0005999842361241846,-0.001126929297986334,-0.0002268131586137508,-0.0005269450618621494
26,2,4,dept,top1,1309,-0.00011179073108253612,-0.0002998211704951566,7.58493969443175e-05,0.012668409654436623,0.012220414427967806,-0.0005999842361241846,-0.0009361887315104632,-0.0004479952264688173,-0.00033620449538627865
26,2,4,role,top1,1309,-0.00012680472673761388,-0.0003457060611662378,9.944008348824133e-05,0.012694421868182204,0.012040672079582442,-0.0005999842361241846,-0.001126929297986334,-0.0006537497885997622,-0.0005269450618621494
26,2,4,team,top1,1309,-0.00013139086929872163,-0.0003610298501411594,9.389359324692288e-05,0.01265262220996859,0.012071578465316741,-0.0005999842361241846,-0.00104963711147731,-0.0005810437446518487,-0.0004496528753531254
26,2,4,dept_role,top1,1309,-0.00018599048837438856,-0.0004101978198001202,4.033751079970468e-05,0.012706936248119223,0.011994000697882683,-0.0005999842361241846,-0.001126929297986334,-0.00071293555023654,-0.0005269450618621494
