intervention,delta_mean_anomaly,delta_mean_benign,n_rows_anomaly,n_rows_benign,selectivity_proxy
control1,0.0,0.0,21540.0,1978460.0,0.0
control3,0.0,0.0,21540.0,1978460.0,0.0
top1,0.0035943416878581047,9.395910637977067e-06,21540.0,1978460.0,0.0035849457772201276
top3,0.009926988743245602,4.9883255996974185e-05,21540.0,1978460.0,0.009877105487248627
top5,0.014922483824193478,0.00010462007048772648,21540.0,1978460.0,0.014817863753705751
