layer,latent_mult,k,context_mode,target,n_receivers,top_benign_mean_best_delta,top_anomalous_mean_best_delta,control_benign_mean_best_delta,control_anomalous_mean_best_delta,top_repair_advantage,control_repair_advantage,top_minus_control_advantage
18,4,8,role,top5,70,-0.0681969553232193,-0.04969976203782218,-0.010639152782303946,-0.01091142169066838,0.018497193285397125,-0.00027226890836443314,0.018769462193761556
18,4,8,dept_role,top5,70,-0.065728959441185,-0.04969976203782218,-0.010352201121194022,-0.01091142169066838,0.016029197403362817,-0.0005592205694743575,0.016588417972837173
18,4,8,project_role,top5,70,-0.06533780353409903,-0.04969976203782218,-0.01047458222934178,-0.01091142169066838,0.01563804149627685,-0.0004368394613265998,0.01607488095760345
18,4,8,team,top5,70,-0.05162278498922076,-0.044111597963741846,-0.010700279900005886,-0.011405232122966222,0.007511187025478913,-0.000704952222960336,0.008216139248439249
18,4,8,team,top3,70,-0.0127204316002982,-0.011620195848601205,-0.010700279900005886,-0.011405232122966222,0.001100235751696996,-0.000704952222960336,0.001805187974657332
18,4,8,dept_role,top3,70,-0.011975933824266706,-0.011999120031084333,-0.010352201121194022,-0.01091142169066838,-2.3186206817626953e-05,-0.0005592205694743575,0.0005360343626567305
18,4,8,project_role,top3,70,-0.011391251002039228,-0.011999120031084333,-0.01047458222934178,-0.01091142169066838,-0.0006078690290451053,-0.0004368394613265998,-0.0001710295677185055
18,4,8,role,top3,70,-0.01138330910887037,-0.011999120031084333,-0.010639152782303946,-0.01091142169066838,-0.0006158109222139628,-0.00027226890836443314,-0.00034354201384952966
18,4,8,team,top1,70,-0.011425289937428066,-0.013764935306140355,-0.010700279900005886,-0.011405232122966222,-0.0023396453687122894,-0.000704952222960336,-0.0016346931457519535
18,4,8,role,top1,70,-0.008930861949920654,-0.012922170758247375,-0.010639152782303946,-0.01091142169066838,-0.0039913088083267205,-0.00027226890836443314,-0.0037190398999622874
18,4,8,project_role,top1,70,-0.008588257006236485,-0.012922170758247375,-0.01047458222934178,-0.01091142169066838,-0.004333913752010889,-0.0004368394613265998,-0.0038970742906842895
18,4,8,dept_role,top1,70,-0.008262391175542559,-0.012922170758247375,-0.010352201121194022,-0.01091142169066838,-0.004659779582704816,-0.0005592205694743575,-0.0041005590132304585
