layer,latent_mult,k,feature_set,n_features,feature_ids,mean_row_gap
18,4,8,top1,1,[14358],0.1148186153332728
18,4,8,top3,3,"[14358, 12848, 4196]",0.10766847428646409
18,4,8,top5,5,"[14358, 12848, 4196, 13580, 11292]",0.09904013104149686
18,4,8,control1,1,[2044],-0.0003102934776618
18,4,8,control3,3,"[2044, 5489, 4062]",-0.0018180094761533667
